ts_id,timestamp,req_timestamp,ts_value,station_local_x,station_local_y,station_id,site_name,station_name,station_no,ts_name,ts_shortname,site_no,stationparameter_name,stationparameter_no,ts_unitsymbol,parametertype_name,object_type_shortname,ts_path,river_name,station_diary,ADMINISTRATEUR,CATCHMENT_SIZE,ISIN_COMMUNE,station_gauge_datum,station_gauge_datum_unit,station_status_remark,station_gauge_datum_postfix,SITE_NUMBER_SQL,AD_WITH_THRESHOLD,RESEAUX,ngr_letter,BASSIN_INFOCRUE_NO,DISTHYDRO,admin_level,COD_HYDROGRAPHE,river_code,STATION_NUMBER_SQL,region_district,STATEL,station_gauge_datum_from,WTO_OBJECT,station_status,river_key,station_diary_status,PAYS,GAUGE_DATUM,REGION,BASSIN_INFOCRUE,TYPE_STATION,BASSIN_GESTION_TEXT,PROVINCE,river_id,ObjectDescription,admin_name,BV_DCE,BASSIN_GESTION_WEB,CATEGORIE_COURS_DEAU,STA_PUBINT,hydrounit_name,CODE_POSTAL,hydrounit_title,STABILITE_JAUGE,hydrounit_no,ISIN_LOCALITE,COMMUNE_LOCALITE,ADRESSE,NIVCRU,CENEXT_DCENN,CARTE_IGN,station_elevation,RIVER_SECTION_VNAV_STATION,river_longname
192666010,2026-06-05T10:00:00.000+02:00,,0.366,79114.0,141573.0,15902,Direction des Cours d'Eau Non Navigables,Ere,L7880,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L7880/H/Cmd.Rel.Abs.Comp-Alarmes,Ruisseau des Barges,,DCENN,"30,80 km²",,28.57,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la Province du Hainaut,-,2,District de l'Escaut,District,,992371,L7880,---,yes,1388534400000,Ruisseau des Barges,Active,992371,2014-04-15 00:00:00: Active,Belgique,28.57,WALLONIE,Affluents de l'Escaut / 2,Limnimètre,Escaut (affluents),HAINAUT,1450587,,---,Escaut-Lys / EL,Escaut (affluents),Catégorie 2,yes,District de l'Escaut,7500,ESCOUT,t0/?,E,Ere,Tournai,Rue de Willemeau,t0/Normal,Centre Mons,,,,
393221010,2026-06-05T10:00:00.000+02:00,,0.162,172124.0,138209.0,9214900,Direction des Cours d'Eau Non Navigables,Gembloux,L9220,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L9220/H/Cmd.Rel.Abs.Comp-Alarmes,Orneau,,DCENN,"202,91 km²",,,,,,DCENN,no,Station appartenant à la DCENN,-,12,District de la Meuse,District,,432210,L9220,---,yes,,Orneau,Active,432210,2024-07-05 00:00:00: Active,Belgique,,WALLONIE,Affluents de la Basse Sambre / 12,Limnimètre,Basse Sambre (affluents),NAMUR,1450491,,---,Sambre / SA,Basse Sambre (affluents),Catégorie 1,yes,,5030,,t0/?,,Gembloux,Gembloux,Rue du Rivage 33,t0/Normal,,,,,
255362010,2026-06-05T10:35:00.000+02:00,,1.004,232940.0,42360.0,12766,Direction de la Gestion hydrologique,TINTIGNY,9561,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur,H,m,H,GN_STATION,DGH/9561/H/Cmd.Rel.Abs.Comp-Alarmes,Haute Semois,2004-03-24 00:00:00: <echX=0.2 cm/h><echY=1/10><limni=OTT X><br>2025-01-01 00:00:00: <Z_coffret_telem=4.618><bas_coffret_telem=0.2>,DGH,"380,85 km²",Tintigny,325.737,DNG,<date_1ere_data><echX=0.291667 cm/h><echY=1/10><limni=RITTMEYER>,DNG,DGH,yes,Direction de la Gestion hydrologique,-,18,District de la Meuse,District,Theys D.,,9561,---,yes,126230400000,Haute Semois,Active,,1974-01-01 00:00:00: Active,Belgique,325.737,WALLONIE,Haute Semois et affluents / 18,Limnimètre,Haute Semois,LUXEMBOURG,5681863,"<SITUATION>
La sonde de température est placée sous abri.
</SITUATION>

<ACCES>
limnigraphe le long d'un trottoir betonné , derriere un garde-corp galvanisé et portillon avec clé DOM
</ACCES>

<TARAGE>
20251204
Le sommet de la CT est porté de 4m à 4.6m par extrapolation math du segment supérieur.
</TARAGE>

",---,Semois-Chiers / SC,Haute Semois,Catégorie 1,,,,,,,,,,,,,,,
181801010,2026-06-05T10:00:00.000+02:00,,0.153,131474.0,122425.0,15495,Direction des Cours d'Eau Non Navigables,Estinnes-au-Val,L7080,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L7080/H/Cmd.Rel.Abs.Comp-Alarmes,Ruisseau des Estinnes,,DCENN,"28,65 km²",,58.066,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,4,District de l'Escaut,District,,912300,L7080,---,yes,1068508800000,Ruisseau des Estinnes,Active,912300,2003-11-11 00:00:00: Active,Belgique,58.066,WALLONIE,Haine et affluents / 4,Limnimètre,Haine,HAINAUT,1450591,,---,Haine / HN,Haine,Catégorie 2,yes,District de l'Escaut,7120,ESCOUT,t0/?,E,Estinnes-au-Val,Estinnes,Rue Rivière,t0/Normal,Centre Mons,46/5,,,
240569010,2026-06-05T10:35:00.000+02:00,,0.615,236419.0,138182.0,12118,Direction de la Gestion hydrologique,MERY,5857,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur,H,m,H,GN_STATION,DGH/5857/H/Cmd.Rel.Abs.Comp-Alarmes,Ourthe inférieure,2016-12-08 00:00:00: <fin_feuille_limni>,DGH,,Esneux,75.147,---,<date_1ere_data><echX=0.2 cm/h><echY=1/10><limni=OTT X>,,DGH,no,Direction de la Gestion hydrologique,-,43,District de la Meuse,District,Smiejkowski M.,,5857,---,yes,767318400000,Ourthe inférieure,Active,,1994-04-26 00:00:00: Active,Belgique,75.147,WALLONIE,Ourthe inférieure et affluents / 43,Limnimètre,Ourthe inférieure,LIEGE,1450733,"<ACCES>
A Mery, rue du Pont, en rive gauche, sur le pont, côté aval du pont.
</ACCES>


<DESCRIPTIF>
Il y a en rive gauche une prise d’eau à l’aval du limnigraphe, vers une usine qui produit son propre courant avec deux turbines. 
L’arrêt ou démarrage de ces turbines produit une variation brusque des hauteurs.
</DESCRIPTIF>
",---,Ourthe / OU,Ourthe inférieure,Navigable,,,,,,,,,,,,,,,
186582010,2026-06-05T10:00:00.000+02:00,,0.37,247026.0,115885.0,15624,Direction des Cours d'Eau Non Navigables,Trou de Bra,L7290,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L7290/H/Cmd.Rel.Abs.Comp-Alarmes,Lienne,,DCENN,"104,38 km²",,277.252,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,41,District de la Meuse,District,,542230,L7290,---,yes,1140393600000,Lienne,Active,542230,2006-02-20 00:00:00: Active,Belgique,277.252,WALLONIE,Amblève et affluents / 41,Limnimètre,Amblève,LIEGE,1450445,,---,Amblève / AM,Amblève,Catégorie 1,yes,District de la Meuse,4990,MEUSE,t0/?,M,Bra,Lierneux,Vieux Fourneau,t0/Normal,Centre Liège,55/3,,,
177553010,2026-06-05T10:20:00.000+02:00,,0.127,119529.655,119480.406,15312,Direction des Cours d'Eau Non Navigables,Bougnies,L6721,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L6721/H/Cmd.Rel.Abs.Comp-Alarmes,By,,DCENN,"27,22 km²",,70.251,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,4,District de l'Escaut,District,,901300,L6721,---,yes,1769644800000,By,Active,901300,2003-05-20 00:00:00: Active,Belgique,70.251,WALLONIE,Haine et affluents / 4,Limnimètre,Haine,HAINAUT,1450305,,---,Haine / HN,Haine,Catégorie 2,yes,District de l'Escaut,7040,ESCOUT,Stable,E,Bougnies,Quévy,Rue des Rocs,t0/Normal,Centre Mons,45/7,,,
235788010,2026-06-05T10:35:00.000+02:00,,1.011,112294.0,155703.0,11920,Direction de la Gestion hydrologique,LESSINES Bief Amont,2707,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur,H,m,H,GN_STATION,DGH/2707/H/Cmd.Rel.Abs.Comp-Alarmes,Dendre Canalisée,2017-01-01 00:00:00: <fin_feuille_limni>,DGH,,Lessines,20.0,DNG,,DNG,DGH,no,Direction de la Gestion hydrologique,-,3,District de l'Escaut,District,Lefèvre C.,,2707,---,yes,903312000000,Dendre Canalisée,Active,,1993-01-01 00:00:00: Active<br>1996-07-29 00:00:00: Inactive<br>1997-11-06 00:00:00: Active,Belgique,20.0,WALLONIE,Dendre et affluents / 3,Limnimètre,Dendre,HAINAUT,1450343,"<ACCES>
parking rue Louis Lenoir-Scaillet.
</ACCES>",---,Dendre / DE,Dendre,Navigable,,,,,,,,,,,,,,,
169569010,2026-06-05T10:20:00.000+02:00,,0.134,219839.0,108499.0,14953,Direction des Cours d'Eau Non Navigables,Baillonville,L6050,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L6050/H/Cmd.Rel.Abs.Comp-Alarmes,Ruisseau d'Heure,,DCENN,"68,00 km²",,174.022,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,44,District de la Meuse,District,,627250,L6050,---,yes,456019200000,Ruisseau d'Heure,Active,627250,1984-06-14 00:00:00: Active,Belgique,174.022,WALLONIE,Ourthe moyenne et affluents / 44,Limnimètre,Ourthe moyenne,NAMUR,1450601,,---,Ourthe / OU,Ourthe moyenne,Catégorie 1,yes,District de la Meuse,5377,MEUSE,Très stable,M,Baillonville,Somme-Leuze,Route de Marche,t0/Normal,Centre Marche,54/4,,,
183211010,2026-06-05T10:40:00.000+02:00,,0.216,199399.0,94416.0,15559,Direction des Cours d'Eau Non Navigables,Wanlin,L7190,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L7190/H/Cmd.Rel.Abs.Comp-Alarmes,Biran,,DCENN,"51,94 km²",,128.41,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,25,District de la Meuse,District,,243591,L7190,---,yes,1094169600000,Biran,Active,243591,2004-09-03 00:00:00: Active,Belgique,128.41,WALLONIE,Basse Lesse et affluents / 25,Limnimètre,Basse Lesse,NAMUR,1450287,,---,Lesse / LE,Basse Lesse,Catégorie 1,yes,District de la Meuse,5564,MEUSE,t0/?,M,Wanlin,Houyet,Rue du Biran,t0/Normal,Centre Namur,59/1,,,
249065010,2026-06-05T10:30:00.000+02:00,,0.226,154838.0,105421.0,12482,Direction de la Gestion hydrologique,WALCOURT (GARE),7781,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur,H,m,H,GN_STATION,DGH/7781/H/Cmd.Rel.Abs.Comp-Alarmes,Eau d'Heure,2025-01-01 00:00:00: <Z_coffret_telem=4.272><bas_coffret_telem=0.2><br>2020-08-27 00:00:00: Ajout d'un élément pour prolonger le fût vers le bas.<br>2003-10-28 00:00:00: <echX=0.2 cm/h><echY=1/10><limni=OTT X>,DGH,"191,59 km²",Walcourt,161.9,---,<echX=0.291667 cm/h><echY=1/10><limni=RITTMEYER>,,DGH,yes,Direction de la Gestion hydrologique,-,10,District de la Meuse,District,Lefèvre C.,366260,7781,---,yes,-72576000000,Eau d'Heure,Active,366260,1967-09-14 00:00:00: Active,Belgique,161.9,WALLONIE,Eau d'heure et affluents / 10,Limnimètre,Eau d'heure,NAMUR,1450355,"<ACCES>
RIVE GAUCHE - A LA GARE SNCB Fond du parking de la gare.
</ACCES>",---,Sambre / SA,Eau d'heure,Catégorie 1,,,,,,,,,,,,,,,
242789010,2026-06-05T10:30:00.000+02:00,,0.562,262860.0,134258.0,12212,Direction de la Gestion hydrologique,BELLEHEID,6526,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur,H,m,H,GN_STATION,DGH/6526/H/Cmd.Rel.Abs.Comp-Alarmes,Hoegne,2025-01-01 00:00:00: <Z_coffret_telem=2.805><bas_coffret_telem=0.2><br>1998-10-21 00:00:00: <limni=OTT X>,DGH,"19,64 km²",Jalhay,357.317,DNG,<echX=0.2 cm/h><echY=1/10><limni=SEBA>,DNG,DGH,no,Direction de la Gestion hydrologique,-,38,District de la Meuse,District,Smiejkowski M.,554240,6526,---,yes,740707200000,Hoegne,Active,554240,1993-06-22 00:00:00: Active,Belgique,357.317,WALLONIE,Vesdre et affluents / 38,Limnimètre,Vesdre,LIEGE,1450423,"(Le 07/07/1998) pose d'enrochement en RG aval du gué pour protéger le restaurant.

<SITUATION>
La station est en rive gauche, à proximité d’une passerelle piétonnière en bois, quelques mètres en amont d’un gué en béton.
Il y a un problème connu de sonde lumineuse : acidité de l’eau … ? Il est parfois tout à fait impossible d’avoir une lecture ‘sonde’.
Températures : une sonde de température mesure l'air sous le boîtier du répondeur et une autre la température de l'eau à la prise d'eau.
</SITUATION>

<HISTORIQUE>
Le premier appareil (Seba) est installé le 22 juin 1993 (les premières données sont du 12 juillet 1993-11h). La télémesure est installée le 6 oct 1993.
Le 21 octobre 1998, le Seba est remplacé par un Ott X avec codeur (Z et DNG restant inchangés).
Le 9 avril 1996, le répondeur de type ‘recodis’ est remplacé par un de type ‘pc3000’.
Le 7 juillet 1998, des enrochements sont posés en rive gauche à l’aval du gué pour protéger le restaurant.
Le 31 mars 1999, lors d’un nivellement par une équipe du Service, il a été établi que la cote pour un débit nul (hauteur lorsque l’eau n’arrive plus au niveau du seuil) était 0.380m.
Le 3 oct 2000, l’échelle limnigraphique, qui était en rive droite et qui était parfois à sec, a été déplacée en rive gauche (Z et DNG théoriquement inchangés).
En nov 2002, un nivellement total de la station a été effectué par le bureau BELP ; la cote de la plaque du limnigraphe a été nivelée à 360.970m 
alors qu’à l’époque de l’installation de l’appareil, elle avait été mesurée à 360.822m par l’hydrographe de l'époque.
</HISTORIQUE>




<TARAGE>

20210716
Suite à la crue de juillet 2021, le sommet de CT a été calculé en imposant le QMH modélisé de l'ULG associé à la HMH enregistrée au limnigraphe. Soit Q=51.1 et H=1.983

20251216
Le sommet de courbe est porté de 2.1m à 2.8m par extrapolation du segment supérieur. Cette hauteur correspond au bas du coffret de télémesure.

</TARAGE>

",---,Vesdre / VE,Vesdre,Catégorie 2,,,,,,,,,,,,,,,
247998010,2026-06-05T10:35:00.000+02:00,,0.192,150824.0,120482.0,12436,Direction de la Gestion hydrologique,MONCEAU Aval Bar-Ecl,7394,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur,H,m,H,GN_STATION,DGH/7394/H/Cmd.Rel.Abs.Comp-Alarmes,Basse Sambre,"2025-01-01 00:00:00: <Z_coffret_telem=4.979><bas_coffret_telem=0.2><br>2017-01-01 00:00:00: <fin_feuille_limni><br>2003-11-16 00:00:00: Placement nouvelle échelle, l'ancienne était décalée de 10 cm<br>1995-12-21 00:00:00: Mise en service de la télémesure.",DGH,,Charleroi,100.0,---,<date_1ere_data><echX=0.2 cm/h><echY=1/10><limni=OTT X>,,DGH,no,Direction de la Gestion hydrologique,-,11,District de la Meuse,District,Lefèvre C.,,7394,---,yes,806803200000,Basse Sambre,Active,,1995-07-27 00:00:00: Active,Belgique,100.0,WALLONIE,Basse Sambre / 11,Limnimètre,Basse Sambre (NA),HAINAUT,1450279,"<ACCES>
242m en aval du barrage rive droite Accès par rue Georges Tourneur puis rue Jambe de Bois, puis à pied (à proximité du réfrigérant).
</ACCES>",---,Sambre / SA,Basse Sambre (NA),Navigable,,,,,,,,,,,,,,,
182741010,2026-06-05T10:00:00.000+02:00,,0.522,254550.0,143074.0,15538,Direction des Cours d'Eau Non Navigables,Verviers,L7150,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L7150/H/Cmd.Rel.Abs.Comp-Alarmes,Vesdre,,DCENN,"338,15 km²",,0.0,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,38,District de la Meuse,District,,560260,L7150,---,yes,1705536000000,Vesdre,Active,560260,2004-08-17 00:00:00: Active,Belgique,0.0,WALLONIE,Vesdre et affluents / 38,Limnimètre,Vesdre,LIEGE,1450697,,---,Vesdre / VE,Vesdre,Catégorie 1,yes,District de la Meuse,4800,MEUSE,t0/?,M,Verviers,Verviers,Rue Fernand Ouget,t0/Normal,Centre Liège,42/8,,,
244583010,2026-06-05T10:30:00.000+02:00,,0.803,269012.0,126873.0,12294,Direction de la Gestion hydrologique,BEVERCE,6946,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur,H,m,H,GN_STATION,DGH/6946/H/Cmd.Rel.Abs.Comp-Alarmes,Warche,1997-06-26 00:00:00: Mise en service de la télémesure.,DGH,"149,14 km²",Malmédy,348.052,DNG,<date_1ere_data><echX=0.2 cm/h><echY=1/10><limni=OTT X>,DNG,DGH,no,Direction de la Gestion hydrologique,-,41,District de la Meuse,District,Smiejkowski M.,512210,6946,---,yes,848448000000,Warche,Active,512210,1996-11-20 00:00:00: Active,Belgique,348.052,WALLONIE,Amblève et affluents / 41,Limnimètre,Amblève,LIEGE,1450713,"<ACCES>
Se trouve au bout de la rue Bouhon Corti.
</ACCES>


<DESCRIPTIF>
Installation en rive droite. Le seuil est un seuil en enrochement, installé pour le SPW. C’est un seuil d’étiage situé à environ 10-15 m aval limni. 
Il est peu probable de voir des barrages vacanciers l’été, de même que de la végétation aquatique. 
Des lachures de Robertville sont régulièrement nettement visible sur l’hydrogramme (max environ 10 m³/s).
La station est sujette au gel : puits, rivière, appareil.
Il n'y a pas de pont au voisinage de la station; de ce fait, il n'est pas possible de jauger en crue.
</DESCRIPTIF>


<TARAGE>
Mai 2000 : révision globale des données
Vu l'impossibilité actuelle de jauger en crue à cette station, l'extrapolation a été faite en fonction des stations aval (Malmédy, Warche et Warchenne).
Le débit maximum (sept 1998) a été estimé à environ 42m³/s pour une hauteur maximale enregistrée de 2.555m.

20260304
Prolongation mathématique du sommet de courbe de 2.7 à 3.5m.

20240208 : extrapolation
Suite au jaugeage du 29/12/2023, le sommet de courbe a été recalculé comme suit :
avec tous les jau à partir d’environ 7 m³/s, sauf celui de janvier 2021.
L’extrémité supérieure de la CT visée est H 2.602, Q entre 50 et 55, pour garder un parallélisme avec l’ancien sommet de CT;
H est la hauteur max enregistrée en juillet 2021 et Q est obtenu par le produit des extrapolations de la surface mouillée de la section limni  et de la vitesse
moyenne à cette section ; la surface mouillée est calculée sur base du profil de la section limni levé par BELP.
L'hypothèse est un changement de section suite à la crue de juillet 2021. Les courbes post-crue 2021 sont donc revues en conséquence.
</TARAGE>",---,Amblève / AM,Amblève,Catégorie 1,,,,,,,,,,,,,,,
256473010,2026-06-05T10:35:00.000+02:00,,0.892,285005.0,110419.0,12837,Direction de la Gestion hydrologique,SCHOENBERG,9926,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur,H,m,H,GN_STATION,DGH/9926/H/Cmd.Rel.Abs.Comp-Alarmes,Our,1997-01-22 00:00:00: <echX=0.2 cm/h><echY=1/5><zeroFeuille=0.75><limni=OTT X><br>1996-04-24 00:00:00: Mise en service de la télémesure<br>1996-04-03 00:00:00: <echX=0.2 cm/h><echY=1/10><limni=OTT X><br>2021-09-07 00:00:00: <sonde=OTT PLS>,DGH,"100,50 km²",Sankt Vith,419.042,---,<echX=0.2 cm/h><echY=1/5><limni=OTT X 43>,,DGH,yes,Direction de la Gestion hydrologique,-,42,District du Rhin,District,Smiejkowski M.,501200,9926,---,yes,827366400000,Our,Active,501200,1967-04-03 00:00:00: Active,Belgique,419.042,WALLONIE,Our et affluents / 42,Limnimètre,Our,LIEGE,1450493,"SITUATION 99261011
EN AVAL DU PONT ROUTE SUR L'OUR.A 100 M A L'OUEST DE L'EGLISE.RIVE DROITE.

ATTENTION : la prise d'eau est à sec quand la hauteur = 0.890 m

Un îlot de végétation se forme en été au travers du limni, qui sépare la rivière en deux.
La station est sensible au gel : appareil, puits et rivière.
Il y a un seuil-barrage en amont qui peut être relevé pour alimenter une échelle à poissons qui se trouve à côté en rive droite.


(Le 05/02/1997) Travaux de dragage(commandés par le service)à la section limnigraphique : nettoyage section et enlèvement d'un gros rocher. Le but initial de faire un seuil à 12m Av limni ne fut pas réalisable.

(Le 25/10/2010) debut travaux loutroduc , la prise d'eau est à sec à 0.890 environ

(Le 16/08/2016) travaux RG aval limni, pose d'enrochement

(Le 15/07/2021) puits limnigraphique et section endommagées lors de la crue ; le puits n'est plus fonctionnel.
Cette dernière crue a causé une modification importante du lit de la rivière, la prise d'eau est souvent à sec.
De gros travaux seront nécessaires pour remettre la station en état.
07/09/2021: placement d'une sonde hydrostatique; l'affichage local n'est pas fonctionnel.
19/11/2021 : réglage complet de la station; un nouvel appareil permet une lecture sur site de la mesure de la sonde.


<TARAGE>
20250708 - Résilience crue
Hauteur max de la CT portée arbitrairement de 3.6m à 4.7m
</TARAGE>",---,Moselle / ML,Our,Catégorie 1,,,,,,,,,,,,,,,
170829010,2026-06-05T10:40:00.000+02:00,,0.853,169640.0,161051.0,15010,Direction des Cours d'Eau Non Navigables,Florival,L6160,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L6160/H/Cmd.Rel.Abs.Comp-Alarmes,Dyle,,DCENN,"430,00 km²",,31.51,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,6,District de l'Escaut,District,,854280,L6160,---,yes,1623801600000,Dyle,Active,854280,1992-07-24 00:00:00: Active,Belgique,31.51,WALLONIE,Dyle et affluents / 6,Limnimètre,Dyle,BRABANT WALLON,1450351,,---,Dyle-Gette / DG,Dyle,Catégorie 1,yes,District de l'Escaut,1390,ESCOUT,Instable,E,Archennes,Grez-Doiceau,Rue de Florival,t0/Normal,Centre Mons,32/5,,,
171939010,2026-06-05T10:00:00.000+02:00,,0.565,202284.0,90218.0,15057,Direction des Cours d'Eau Non Navigables,Lavaux-Sainte-Anne,L6270,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L6270/H/Cmd.Rel.Abs.Comp-Alarmes,Wimbe,,DCENN,"93,00 km²",,158.81,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,25,District de la Meuse,District,,240300,L6270,---,yes,682214400000,Wimbe,Active,240300,1991-08-15 00:00:00: Active,Belgique,158.81,WALLONIE,Basse Lesse et affluents / 25,Limnimètre,Basse Lesse,NAMUR,1450721,,---,Lesse / LE,Basse Lesse,Catégorie 1,yes,District de la Meuse,5580,MEUSE,Instable,M,Lavaux-Sainte-Anne,Rochefort,Rue Bar Lemonnier,t0/Normal,Centre Namur,59/2,,,
252182010,2026-06-05T10:35:00.000+02:00,,0.389,204412.0,81300.0,12618,Direction de la Gestion hydrologique,DAVERDISSE,8341,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur,H,m,H,GN_STATION,DGH/8341/H/Cmd.Rel.Abs.Comp-Alarmes,Haute Lesse,2007-04-11 00:00:00: <echX=0.2 cm/h><echY=1/5><limni=OTT X><br>2025-01-01 00:00:00: <Z_coffret_telem=4.194><bas_coffret_telem=0.2>,DGH,"302,20 km²",Wellin,211.873,DNG,<echX=0.291667 cm/h><echY=1/5><limni=RITTMEYER>,DNG,DGH,yes,Direction de la Gestion hydrologique,-,26,District de la Meuse,District,Theys D.,,8341,---,yes,-72576000000,Haute Lesse,Active,,1967-09-14 00:00:00: Active,Belgique,211.873,WALLONIE,Haute Lesse et affluents / 26,Limnimètre,Haute Lesse,LUXEMBOURG,5681859,"<DESCRIPTIF>
Une sonde de température mesure l'air sous le boîtier du répondeur et une autre la température de l'eau (8341112T) à l'échelle limnigraphique en rivière.
</DESCRIPTIF>

<ACCES>
limnigraphe sur passerelle le long de la route
</ACCES>",---,Lesse / LE,Haute Lesse,Catégorie 1,,,,,,,,,,,,,,,
181161010,2026-06-05T10:40:00.000+02:00,,0.355,141338.0,152179.0,15470,Direction des Cours d'Eau Non Navigables,Braine-le-Château,L7020,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L7020/H/Cmd.Rel.Abs.Comp-Alarmes,Hain,,DCENN,"80,98 km²",,46.4,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,51,District de l'Escaut,District,,836260,L7020,---,yes,1293840000000,Hain,Active,836260,2003-09-05 00:00:00: Active,Belgique,46.4,WALLONIE,Sennette et Canal Charleroi Bruxelles / 51,Limnimètre,Sennette,BRABANT WALLON,1450395,,---,Senne / SN,Sennette,Catégorie 1,yes,District de l'Escaut,1440,ESCOUT,Stable,E,Braine-le-Château,Braine-le-Château,Rue de la Potterée,t0/Normal,Centre Mons,39/2,,,
193286010,2026-06-05T10:00:00.000+02:00,,0.063,161266.0,113816.0,15931,Direction des Cours d'Eau Non Navigables,Gerpinnes (St-Pierre),L7930,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L7930/H/Cmd.Rel.Abs.Comp-Alarmes,Ruisseau Saint Pierre,,DCENN,"6,69 km²",,178.43,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la Province du Hainaut,-,12,District de la Meuse,District,,382551,L7930,---,yes,1388534400000,Ruisseau Saint Pierre,Active,382551,2014-04-15 00:00:00: Active,Belgique,178.43,WALLONIE,Affluents de la Basse Sambre / 12,Limnimètre,Basse Sambre (affluents),HAINAUT,1450617,,---,Sambre / SA,Basse Sambre (affluents),Catégorie 2,yes,District de la Meuse,6280,MEUSE,t0/?,M,Gerpinnes,Gerpinnes,Rue Alfred Thiébaut,t0/Normal,Centre Mons,,,,
173277010,2026-06-05T10:00:00.000+02:00,,0.204,166439.0,84824.0,15121,Direction des Cours d'Eau Non Navigables,Olloy-sur-Viroin,L6380,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L6380/H/Cmd.Rel.Abs.Comp-Alarmes,Viroin,,DCENN,"491,00 km²",,136.46,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,24,District de la Meuse,District,,330300,L6380,---,yes,696643200000,Viroin,Active,330300,1992-01-29 00:00:00: Active,Belgique,136.46,WALLONIE,Viroin et affluents / 24,Limnimètre,Viroin,NAMUR,1450709,,---,Meuse amont / MM,Viroin,Catégorie 1,yes,District de la Meuse,5670,MEUSE,Très stable,M,Olloy-sur-Viroin,Viroinval,Rue Jean Chot,t0/Normal,Centre Namur,58/5,,,
